age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,income,Continent
40,State-gov,119578,bachelor,13,Never-married,professional,Unmarried,White,Female,0,0,20,<=50K,North America
51,Private,195105,hs_grad,9,Divorced,service,Own-child,White,Female,0,0,40,<=50K,North America
52,Private,101752,associate,11,Married-civ-spouse,labor,Husband,White,Male,0,0,56,<=50K,North America
40,Federal-gov,77332,college_dropout,10,Divorced,clerical,Not-in-family,White,Female,0,0,50,<=50K,North America
63,Private,113324,college_dropout,10,Married-civ-spouse,service,Husband,White,Male,0,0,40,<=50K,North America
63,Private,96299,hs_grad,9,Divorced,labor,Unmarried,White,Male,0,0,45,>50K,North America
51,Private,237729,college_dropout,10,Divorced,clerical,Unmarried,White,Female,0,0,40,<=50K,North America
23,Private,200973,hs_grad,9,Never-married,clerical,Not-in-family,White,Female,0,0,40,<=50K,North America
66,Self-emp-not-inc,212456,hs_grad,9,Widowed,blue_collar,Not-in-family,White,Male,0,0,20,<=50K,North America
33,Self-emp-not-inc,131568,hs_grad,9,Married-civ-spouse,white_collar,Husband,White,Male,0,0,66,<=50K,North America
49,Private,185859,hs_grad,9,Married-civ-spouse,blue_collar,Husband,White,Male,0,0,43,<=50K,North America
20,Private,231981,college_dropout,10,Never-married,labor,Not-in-family,White,Male,0,0,32,<=50K,North America
26,Private,78172,college_dropout,10,Married-AF-spouse,service,Husband,White,Male,0,0,40,<=50K,North America
52,Private,164135,hs_grad,9,Married-civ-spouse,white_collar,Husband,White,Male,0,0,50,>50K,North America
33,Private,171216,bachelor,13,Married-civ-spouse,white_collar,Husband,White,Male,0,0,50,>50K,North America
47,Private,140664,bachelor,13,Divorced,white_collar,Not-in-family,White,Male,0,0,45,<=50K,North America
23,Private,249277,hs_grad,9,Never-married,white_collar,Own-child,Black,Male,0,0,75,<=50K,North America
53,Federal-gov,117847,associate,12,Married-civ-spouse,clerical,Husband,White,Male,0,0,40,<=50K,North America
19,Private,52372,college_dropout,10,Never-married,service,Own-child,White,Male,0,0,20,<=50K,North America
53,Private,137428,HS_dropout,4,Married-civ-spouse,labor,Husband,White,Male,0,0,60,>50K,North America
65,Private,169047,hs_grad,9,Never-married,labor,Not-in-family,White,Male,0,0,10,<=50K,North America
68,Private,339168,bachelor,13,Married-civ-spouse,labor,Husband,White,Male,0,0,30,<=50K,North America
30,Private,504725,HS_dropout,6,Never-married,white_collar,Other-relative,White,Male,0,0,18,<=50K,Latin America
28,Private,132870,HS_dropout,7,Married-civ-spouse,blue_collar,Husband,White,Male,0,0,45,<=50K,North America
54,Local-gov,135840,HS_dropout,6,Married-civ-spouse,service,Husband,White,Male,0,0,45,<=50K,North America
30,Private,35644,hs_grad,9,Never-married,service,Own-child,White,Male,0,0,10,<=50K,North America
22,Private,198148,college_dropout,10,Never-married,clerical,Own-child,White,Male,0,0,50,<=50K,North America
25,Private,220098,hs_grad,9,Never-married,service,Own-child,White,Male,0,0,30,<=50K,North America
19,Private,262515,HS_dropout,7,Never-married,service,Other-relative,White,Male,0,0,20,<=50K,North America
32,Federal-gov,111567,prof_school,15,Married-civ-spouse,professional,Husband,White,Male,0,0,40,>50K,North America
23,Private,194096,bachelor,13,Never-married,white_collar,Own-child,White,Female,0,0,40,<=50K,North America
51,Local-gov,420917,bachelor,13,Married-civ-spouse,professional,Husband,White,Male,0,0,45,<=50K,North America
25,Private,197871,college_dropout,10,Married-civ-spouse,white_collar,Husband,White,Male,0,0,44,>50K,North America
46,Local-gov,253116,bachelor,13,Never-married,professional,Not-in-family,Black,Female,0,0,40,<=50K,North America
38,Private,206535,college_dropout,10,Divorced,support,Unmarried,White,Female,0,0,50,<=50K,North America
26,State-gov,70447,hs_grad,9,Married-civ-spouse,service,Husband,Asian-Pac-Islander,Male,0,0,40,>50K,North America
46,Private,201217,hs_grad,9,Divorced,professional,Not-in-family,White,Female,0,0,40,<=50K,North America
25,Private,209970,bachelor,13,Never-married,professional,Not-in-family,White,Female,0,0,40,<=50K,North America
29,Local-gov,175262,masters,14,Married-civ-spouse,professional,Other-relative,White,Male,0,0,35,<=50K,North America
51,Self-emp-inc,304955,masters,14,Married-civ-spouse,white_collar,Husband,White,Male,0,0,50,>50K,North America
40,Private,181265,college_dropout,10,Married-civ-spouse,blue_collar,Husband,White,Male,0,0,52,<=50K,North America
24,Private,200973,college_dropout,10,Never-married,clerical,Not-in-family,White,Female,0,0,40,<=50K,North America
24,Self-emp-not-inc,37440,bachelor,13,Never-married,labor,Unmarried,White,Male,0,0,50,<=50K,North America
31,Private,395170,associate,11,Married-civ-spouse,service,Wife,Amer-Indian-Eskimo,Female,0,0,24,<=50K,North America
34,Private,353213,associate,12,Separated,blue_collar,Not-in-family,White,Male,0,0,60,<=50K,North America
19,Private,38619,college_dropout,10,Never-married,labor,Own-child,White,Male,0,0,66,<=50K,North America
21,Private,177711,hs_grad,9,Never-married,labor,Own-child,Black,Male,0,0,40,<=50K,North America
21,Private,190761,HS_dropout,6,Married-civ-spouse,labor,Husband,White,Male,0,0,70,<=50K,North America
23,Private,27776,college_dropout,10,Married-civ-spouse,labor,Husband,White,Male,0,0,24,<=50K,North America
37,Federal-gov,470663,college_dropout,10,Never-married,blue_collar,Not-in-family,White,Male,0,0,40,<=50K,North America
40,Private,71738,masters,14,Married-civ-spouse,white_collar,Husband,White,Male,0,0,46,>50K,North America
57,Private,74156,hs_grad,9,Married-civ-spouse,service,Husband,White,Male,0,0,30,<=50K,North America
24,Private,123983,HS_dropout,7,Married-civ-spouse,labor,Husband,Asian-Pac-Islander,Male,0,0,40,<=50K,Asia
43,Private,193494,college_dropout,10,Married-civ-spouse,professional,Husband,White,Male,0,0,40,<=50K,North America
40,Private,130571,hs_grad,9,Never-married,service,Not-in-family,White,Female,0,0,40,<=50K,North America
49,Private,83444,hs_grad,9,Divorced,white_collar,Not-in-family,White,Male,0,0,40,<=50K,North America
62,Local-gov,151369,hs_grad,9,Never-married,blue_collar,Not-in-family,White,Male,0,0,40,<=50K,North America
29,Private,56630,associate,11,Married-civ-spouse,clerical,Husband,White,Male,0,0,40,<=50K,North America
49,Private,117095,hs_grad,9,Separated,labor,Unmarried,White,Female,0,0,40,<=50K,North America
55,Federal-gov,189985,college_dropout,10,Divorced,clerical,Unmarried,Black,Female,0,0,40,<=50K,North America
37,Self-emp-inc,126675,bachelor,13,Never-married,white_collar,Own-child,White,Male,0,0,40,<=50K,North America
43,State-gov,199806,bachelor,13,Married-civ-spouse,clerical,Husband,White,Male,0,0,40,>50K,North America
29,Private,57596,college_dropout,10,Divorced,clerical,Not-in-family,White,Female,0,0,40,<=50K,North America
44,Private,103459,hs_grad,9,Married-civ-spouse,white_collar,Wife,White,Female,0,0,40,>50K,North America
28,Private,282398,college_dropout,10,Separated,support,Unmarried,White,Male,0,0,40,>50K,North America
38,Private,298841,college_dropout,10,Never-married,white_collar,Not-in-family,White,Female,0,0,45,<=50K,North America
19,Private,306467,college_dropout,10,Never-married,service,Own-child,White,Female,0,0,20,<=50K,North America
20,Private,189888,HS_dropout,8,Never-married,service,Not-in-family,White,Male,0,0,40,<=50K,North America
60,Private,83861,hs_grad,9,Married-civ-spouse,labor,Husband,White,Male,0,0,40,<=50K,North America
30,Private,117393,hs_grad,9,Never-married,white_collar,Not-in-family,White,Female,0,0,40,<=50K,North America
51,Private,179010,college_dropout,10,Divorced,white_collar,Not-in-family,White,Female,0,0,60,<=50K,North America
48,Private,316101,hs_grad,9,Divorced,white_collar,Unmarried,White,Female,0,0,40,<=50K,North America
51,Local-gov,175750,hs_grad,9,Divorced,labor,Unmarried,Black,Male,0,0,40,<=50K,North America
50,State-gov,229272,hs_grad,9,Married-civ-spouse,blue_collar,Husband,Black,Male,0,0,40,>50K,North America
46,Private,142828,hs_grad,9,Married-civ-spouse,white_collar,Wife,White,Female,0,0,40,>50K,North America
68,Private,76371,hs_grad,9,Married-civ-spouse,labor,Husband,White,Male,0,0,45,>50K,North America
23,Self-emp-not-inc,216129,associate,12,Never-married,blue_collar,Not-in-family,White,Male,0,0,30,<=50K,North America
49,Private,107425,masters,14,Never-married,white_collar,Not-in-family,White,Female,0,0,35,<=50K,North America
24,Private,611029,HS_dropout,6,Married-civ-spouse,labor,Husband,White,Male,0,0,40,<=50K,North America
30,Local-gov,363032,hs_grad,9,Married-civ-spouse,service,Husband,Black,Male,0,0,40,<=50K,North America
34,Private,137900,hs_grad,9,Never-married,white_collar,Not-in-family,White,Female,0,0,35,<=50K,North America
22,Private,322674,college_dropout,10,Never-married,white_collar,Own-child,White,Male,0,0,40,<=50K,North America
30,Private,23778,HS_dropout,4,Separated,labor,Not-in-family,White,Male,0,0,40,<=50K,North America
61,Private,147845,HS_dropout,4,Married-civ-spouse,labor,Husband,White,Male,0,0,31,<=50K,North America
36,Private,175759,hs_grad,9,Divorced,white_collar,Unmarried,White,Male,0,0,40,<=50K,North America
51,Self-emp-inc,166459,associate,11,Married-civ-spouse,white_collar,Husband,White,Male,0,0,40,<=50K,North America
43,Private,128212,HS_dropout,3,Married-civ-spouse,labor,Wife,Asian-Pac-Islander,Female,0,0,40,>50K,Asia
54,Federal-gov,127455,college_dropout,10,Married-civ-spouse,service,Husband,White,Male,0,0,48,>50K,North America
63,Private,134699,hs_grad,9,Widowed,professional,Not-in-family,White,Female,0,0,25,<=50K,North America
51,Private,254230,college_dropout,10,Married-civ-spouse,white_collar,Husband,White,Male,0,0,40,>50K,North America
63,Self-emp-not-inc,159715,HS_dropout,6,Married-civ-spouse,labor,Husband,White,Male,0,0,40,<=50K,North America
51,Local-gov,116286,masters,14,Married-civ-spouse,professional,Husband,White,Male,0,0,60,>50K,North America
27,Private,146719,hs_grad,9,Divorced,white_collar,Own-child,White,Female,0,0,35,<=50K,North America
35,Private,361888,associate,12,Married-civ-spouse,support,Husband,White,Male,0,0,40,>50K,North America
46,Self-emp-not-inc,32825,hs_grad,9,Separated,blue_collar,Unmarried,White,Male,0,0,40,<=50K,North America
53,Private,225768,associate,11,Married-civ-spouse,blue_collar,Husband,Black,Male,0,0,40,>50K,North America
26,Federal-gov,393728,college_dropout,10,Divorced,clerical,Own-child,White,Male,0,0,24,<=50K,North America
43,Private,160369,hs_grad,9,Never-married,labor,Own-child,White,Male,0,0,40,<=50K,North America
54,Federal-gov,33863,hs_grad,9,Married-civ-spouse,clerical,Husband,White,Male,0,0,40,>50K,North America
57,State-gov,141459,college_dropout,10,Divorced,professional,Unmarried,White,Female,0,0,40,<=50K,North America
29,Local-gov,95393,hs_grad,9,Never-married,service,Own-child,White,Male,0,0,20,<=50K,North America
20,Private,221095,hs_grad,9,Never-married,blue_collar,Other-relative,Black,Male,0,0,40,<=50K,North America
23,Private,495888,hs_grad,9,Never-married,service,Not-in-family,White,Male,0,0,40,<=50K,Latin America
69,Private,185691,HS_dropout,7,Married-civ-spouse,clerical,Husband,White,Male,0,0,20,<=50K,North America
53,Local-gov,549341,bachelor,13,Married-civ-spouse,professional,Husband,Black,Male,0,0,35,<=50K,North America
28,Private,247445,hs_grad,9,Never-married,clerical,Not-in-family,White,Male,0,0,40,<=50K,North America
28,Private,199566,bachelor,13,Married-civ-spouse,service,Husband,Black,Male,0,0,40,<=50K,North America
33,Self-emp-inc,139057,hs_grad,9,Married-civ-spouse,white_collar,Husband,Asian-Pac-Islander,Male,0,0,84,>50K,Asia
48,Private,185039,hs_grad,9,Divorced,white_collar,Unmarried,White,Female,0,0,30,<=50K,North America
61,Private,166124,hs_grad,9,Married-civ-spouse,blue_collar,Husband,White,Male,0,0,40,>50K,North America
48,Private,109275,college_dropout,10,Married-civ-spouse,white_collar,Husband,White,Male,0,0,40,<=50K,North America
32,Private,408328,HS_dropout,4,Married-civ-spouse,blue_collar,Husband,White,Male,0,0,40,<=50K,North America
51,Private,186338,hs_grad,9,Married-civ-spouse,blue_collar,Husband,White,Male,0,0,40,>50K,North America
19,Private,251579,college_dropout,10,Never-married,service,Own-child,White,Male,0,0,14,<=50K,North America
47,Private,76612,hs_grad,9,Married-civ-spouse,professional,Husband,White,Male,0,0,50,<=50K,North America
25,Private,22546,bachelor,13,Never-married,labor,Own-child,White,Male,0,0,60,<=50K,North America
72,Private,53684,college_dropout,10,Married-civ-spouse,service,Husband,Black,Male,0,0,40,<=50K,North America
29,Private,183627,HS_dropout,7,Divorced,blue_collar,Not-in-family,White,Male,0,0,40,<=50K,North America
22,Private,73203,hs_grad,9,Never-married,clerical,Own-child,White,Female,0,0,40,<=50K,North America
57,Private,108426,hs_grad,9,Married-civ-spouse,service,Husband,Black,Male,0,0,48,<=50K,Europe
50,Private,116287,associate,12,Married-civ-spouse,clerical,Husband,White,Male,0,0,60,<=50K,Latin America
45,Self-emp-inc,145697,college_dropout,10,Married-civ-spouse,white_collar,Husband,White,Male,0,0,30,<=50K,North America
52,Private,326156,college_dropout,10,Divorced,professional,Not-in-family,White,Male,0,0,40,>50K,North America
53,Private,201127,masters,14,Married-civ-spouse,white_collar,Husband,White,Male,0,0,48,>50K,North America
36,Private,250791,hs_grad,9,Married-civ-spouse,labor,Husband,White,Male,0,0,48,<=50K,North America
46,Private,328216,hs_grad,9,Married-civ-spouse,blue_collar,Husband,White,Male,0,0,40,>50K,North America
20,Private,400443,hs_grad,9,Never-married,white_collar,Own-child,White,Female,0,0,20,<=50K,North America
75,Private,95985,HS_dropout,3,Widowed,service,Unmarried,Black,Male,0,0,10,<=50K,North America
32,Local-gov,127651,hs_grad,9,Married-civ-spouse,blue_collar,Husband,White,Male,0,0,40,>50K,North America
28,Private,250679,hs_grad,9,Married-civ-spouse,blue_collar,Husband,White,Male,0,0,40,<=50K,North America
53,Private,103950,masters,14,Divorced,professional,Not-in-family,White,Female,0,0,40,<=50K,North America
17,Private,200199,HS_dropout,7,Never-married,white_collar,Own-child,White,Female,0,0,35,<=50K,North America
46,State-gov,295791,associate,11,Divorced,clerical,Unmarried,White,Female,0,0,38,<=50K,North America
39,Private,191841,associate,12,Separated,professional,Not-in-family,White,Female,0,0,30,<=50K,North America
38,Private,82622,college_dropout,10,Divorced,blue_collar,Unmarried,White,Male,0,0,40,<=50K,North America
36,Private,160728,hs_grad,9,Married-civ-spouse,labor,Husband,White,Male,0,0,60,<=50K,North America
63,Local-gov,109849,bachelor,13,Never-married,professional,Not-in-family,Black,Female,0,0,21,<=50K,North America
28,Private,339897,HS_dropout,2,Married-civ-spouse,labor,Husband,White,Male,0,0,43,<=50K,North America
49,Private,371299,hs_grad,9,Never-married,clerical,Unmarried,White,Female,0,0,35,<=50K,North America
43,Private,421837,college_dropout,10,Married-civ-spouse,labor,Husband,White,Male,0,0,40,<=50K,North America
38,Private,29702,bachelor,13,Married-civ-spouse,white_collar,Husband,White,Male,0,0,45,>50K,North America
39,Private,117381,hs_grad,9,Never-married,support,Not-in-family,White,Male,0,0,62,<=50K,Europe
40,Private,338740,hs_grad,9,Married-civ-spouse,white_collar,Husband,White,Male,0,0,40,<=50K,North America
30,Private,173005,college_dropout,10,Married-civ-spouse,support,Husband,White,Male,0,0,50,>50K,North America
44,Private,286750,college_dropout,10,Married-civ-spouse,labor,Husband,Black,Male,0,0,40,<=50K,North America
40,Private,163985,hs_grad,9,Married-civ-spouse,white_collar,Husband,White,Male,0,0,24,<=50K,North America
30,Private,219318,hs_grad,9,Never-married,labor,Other-relative,White,Female,0,0,35,<=50K,Other
52,Self-emp-not-inc,103794,associate,11,Divorced,professional,Not-in-family,White,Female,0,0,35,<=50K,North America
42,Private,310632,college_dropout,10,Married-civ-spouse,blue_collar,Husband,Black,Male,0,0,40,>50K,North America
39,Private,153976,college_dropout,10,Married-civ-spouse,blue_collar,Husband,White,Male,0,0,52,>50K,North America
43,Private,174575,college_dropout,10,Divorced,professional,Unmarried,White,Male,0,0,45,<=50K,North America
30,Private,207253,associate,11,Married-civ-spouse,blue_collar,Husband,White,Male,0,0,40,<=50K,Europe
39,Private,746786,bachelor,13,Married-civ-spouse,professional,Husband,White,Male,0,0,55,>50K,North America
41,Private,308296,hs_grad,9,Married-civ-spouse,labor,Wife,White,Female,0,0,20,<=50K,North America
25,Private,109009,HS_dropout,7,Married-civ-spouse,blue_collar,Husband,White,Male,0,0,40,<=50K,North America
44,State-gov,296326,bachelor,13,Never-married,clerical,Not-in-family,White,Male,0,0,40,<=50K,North America
40,Private,120277,hs_grad,9,Never-married,labor,Own-child,White,Male,0,0,40,<=50K,Europe
21,Private,193219,hs_grad,9,Never-married,clerical,Own-child,Black,Female,0,0,35,<=50K,Other
41,Private,86399,college_dropout,10,Separated,clerical,Not-in-family,White,Female,0,0,38,<=50K,North America
24,Private,215251,bachelor,13,Never-married,white_collar,Not-in-family,White,Female,0,0,50,<=50K,North America
67,Self-emp-not-inc,124470,hs_grad,9,Married-civ-spouse,labor,Husband,White,Male,0,0,60,<=50K,North America
24,Private,228649,bachelor,13,Never-married,clerical,Own-child,White,Male,0,0,38,<=50K,North America
50,Self-emp-not-inc,386397,bachelor,13,Married-civ-spouse,white_collar,Husband,White,Male,0,0,60,<=50K,North America
48,Private,96798,masters,14,Divorced,white_collar,Not-in-family,White,Male,0,0,35,<=50K,North America
50,Private,139464,bachelor,13,Divorced,professional,Unmarried,White,Female,0,0,36,<=50K,Europe
64,State-gov,550848,HS_dropout,6,Married-civ-spouse,white_collar,Husband,White,Male,0,0,40,>50K,North America
49,Private,68505,HS_dropout,5,Divorced,service,Not-in-family,Black,Male,0,0,37,<=50K,North America
20,Private,122215,hs_grad,9,Never-married,service,Own-child,Black,Male,0,0,52,<=50K,North America
30,Private,159442,hs_grad,9,Separated,clerical,Not-in-family,White,Female,0,0,40,<=50K,North America
37,Private,80638,bachelor,13,Married-civ-spouse,service,Husband,Asian-Pac-Islander,Male,0,0,30,<=50K,Asia
52,Private,192390,hs_grad,9,Married-civ-spouse,labor,Husband,White,Male,0,0,40,>50K,North America
22,Private,191324,college_dropout,10,Never-married,service,Own-child,White,Male,0,0,25,<=50K,North America
19,State-gov,73009,college_dropout,10,Never-married,clerical,Own-child,White,Male,0,0,15,<=50K,North America
52,Private,177858,hs_grad,9,Divorced,blue_collar,Other-relative,White,Male,0,0,55,>50K,North America
42,Private,163003,bachelor,13,Married-spouse-absent,support,Own-child,Asian-Pac-Islander,Female,0,0,40,<=50K,North America
35,Private,95551,hs_grad,9,Separated,white_collar,Not-in-family,White,Female,0,0,36,<=50K,North America
27,Private,125298,college_dropout,10,Never-married,clerical,Unmarried,White,Female,0,0,50,<=50K,North America
54,State-gov,198186,hs_grad,9,Never-married,service,Not-in-family,Black,Female,0,0,38,<=50K,North America
37,Private,182668,HS_dropout,6,Married-civ-spouse,labor,Husband,White,Male,0,0,35,<=50K,North America
28,Private,124905,HS_dropout,4,Married-civ-spouse,blue_collar,Husband,White,Male,0,0,30,<=50K,North America
63,Private,171635,bachelor,13,Married-civ-spouse,white_collar,Husband,White,Male,0,0,40,<=50K,North America
19,Private,376240,hs_grad,9,Never-married,labor,Own-child,White,Male,0,0,42,<=50K,North America
28,Private,157391,bachelor,13,Never-married,white_collar,Own-child,White,Female,0,0,40,<=50K,North America
44,Private,178134,prof_school,15,Never-married,professional,Not-in-family,White,Female,0,0,40,>50K,North America
31,Private,207201,college_dropout,10,Married-civ-spouse,blue_collar,Husband,White,Male,0,0,40,>50K,North America
64,Private,102103,hs_grad,9,Divorced,service,Not-in-family,White,Female,0,0,50,<=50K,North America
40,Private,92036,hs_grad,9,Married-civ-spouse,labor,Husband,White,Male,0,0,40,>50K,North America
59,Local-gov,236426,associate,12,Divorced,professional,Not-in-family,White,Female,0,0,50,<=50K,North America
22,Private,400966,college_dropout,10,Never-married,clerical,Own-child,White,Female,0,0,40,<=50K,North America
40,Private,404573,college_dropout,10,Never-married,white_collar,Not-in-family,White,Female,0,0,44,<=50K,North America
35,Private,227571,HS_dropout,4,Married-civ-spouse,labor,Husband,White,Male,0,0,40,<=50K,North America
20,Private,145917,college_dropout,10,Never-married,clerical,Own-child,White,Female,0,0,15,<=50K,North America
35,Local-gov,190226,hs_grad,9,Never-married,service,Own-child,White,Male,0,0,40,<=50K,North America
28,Private,356555,college_dropout,10,Married-civ-spouse,white_collar,Husband,White,Male,0,0,48,<=50K,North America
28,Private,66473,hs_grad,9,Divorced,labor,Own-child,White,Male,0,0,40,<=50K,North America
25,Self-emp-inc,163039,associate,12,Never-married,white_collar,Not-in-family,White,Male,0,0,60,<=50K,North America
37,Private,89559,hs_grad,9,Divorced,clerical,Unmarried,White,Female,0,0,40,<=50K,North America
31,Private,163303,associate,11,Divorced,white_collar,Own-child,White,Female,0,0,38,<=50K,North America
41,Private,192712,hs_grad,9,Never-married,clerical,Other-relative,White,Female,0,0,40,<=50K,North America
31,Private,381153,HS_dropout,6,Married-civ-spouse,support,Husband,White,Male,0,0,40,>50K,North America
44,Private,222434,hs_grad,9,Married-civ-spouse,blue_collar,Husband,White,Male,0,0,40,<=50K,North America
20,Private,34706,college_dropout,10,Never-married,white_collar,Not-in-family,Black,Male,0,0,47,<=50K,North America
57,Self-emp-not-inc,47857,college_dropout,10,Married-civ-spouse,labor,Husband,White,Male,0,0,50,<=50K,North America
26,Private,195216,hs_grad,9,Divorced,service,Not-in-family,White,Female,0,0,12,<=50K,North America
29,Local-gov,329426,hs_grad,9,Never-married,service,Not-in-family,White,Male,0,0,40,<=50K,North America
40,Private,184105,associate,11,Married-civ-spouse,blue_collar,Husband,White,Male,0,0,40,>50K,North America
21,Private,211385,associate,12,Never-married,service,Not-in-family,Black,Male,0,0,35,<=50K,Other
21,Private,61777,college_dropout,10,Never-married,blue_collar,Not-in-family,White,Male,0,0,70,<=50K,North America
34,Self-emp-not-inc,320194,prof_school,15,Separated,professional,Unmarried,White,Male,0,0,48,>50K,North America
24,Private,199444,bachelor,13,Never-married,white_collar,Own-child,White,Female,0,0,15,<=50K,North America
28,Private,312588,HS_dropout,6,Divorced,service,Not-in-family,White,Female,0,0,40,<=50K,North America
35,Private,168675,hs_grad,9,Separated,labor,Own-child,White,Male,0,0,50,<=50K,North America
35,Private,87556,hs_grad,9,Divorced,blue_collar,Not-in-family,White,Male,0,0,40,<=50K,North America
38,State-gov,220421,bachelor,13,Never-married,white_collar,Not-in-family,White,Female,0,0,40,<=50K,North America
44,Federal-gov,404599,hs_grad,9,Divorced,clerical,Unmarried,Black,Female,0,0,40,<=50K,North America
39,Private,99065,bachelor,13,Married-civ-spouse,labor,Wife,White,Female,0,0,40,>50K,Europe
57,Local-gov,109973,hs_grad,9,Divorced,service,Not-in-family,White,Female,0,0,40,<=50K,North America
19,Private,246652,college_dropout,10,Never-married,white_collar,Own-child,White,Female,0,0,40,<=50K,North America
29,Private,57423,associate,11,Married-civ-spouse,labor,Husband,White,Male,0,0,48,<=50K,North America
23,Private,291248,hs_grad,9,Never-married,labor,Other-relative,Black,Male,0,0,40,<=50K,North America
50,Private,163708,hs_grad,9,Widowed,service,Unmarried,White,Female,0,0,40,<=50K,North America
51,Self-emp-not-inc,240358,college_dropout,10,Married-civ-spouse,blue_collar,Husband,White,Male,0,0,20,<=50K,North America
28,Private,25955,associate,11,Divorced,blue_collar,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,<=50K,North America
44,Private,101593,bachelor,13,Married-civ-spouse,white_collar,Husband,White,Male,0,0,60,<=50K,North America
29,Self-emp-not-inc,227890,bachelor,13,Never-married,professional,Not-in-family,Black,Male,0,0,40,<=50K,North America
31,Private,225053,hs_grad,9,Divorced,labor,Not-in-family,White,Male,0,0,45,<=50K,North America
27,Private,228472,bachelor,13,Married-civ-spouse,blue_collar,Husband,White,Male,0,0,45,>50K,North America
34,Private,245378,bachelor,13,Married-civ-spouse,white_collar,Husband,White,Male,0,0,45,<=50K,North America
27,Private,35032,college_dropout,10,Married-civ-spouse,labor,Husband,White,Male,0,0,40,>50K,North America
31,Private,258849,associate,11,Never-married,clerical,Unmarried,Black,Female,0,0,40,<=50K,North America
46,Private,190115,associate,12,Married-civ-spouse,blue_collar,Husband,White,Male,0,0,40,>50K,North America
39,Private,63910,college_dropout,10,Never-married,clerical,Own-child,Asian-Pac-Islander,Female,0,0,40,<=50K,North America
40,Private,510072,bachelor,13,Married-civ-spouse,white_collar,Husband,White,Male,0,0,55,>50K,North America
28,Private,210867,HS_dropout,7,Divorced,white_collar,Own-child,White,Male,0,0,40,<=50K,North America
18,Private,263024,hs_grad,9,Never-married,white_collar,Own-child,White,Female,0,0,40,<=50K,North America
51,Private,306785,hs_grad,9,Divorced,clerical,Not-in-family,White,Female,0,0,40,<=50K,North America
58,Self-emp-inc,104333,hs_grad,9,Divorced,white_collar,Not-in-family,White,Male,0,0,50,<=50K,North America
66,Private,340734,hs_grad,9,Married-civ-spouse,white_collar,Husband,White,Male,0,0,40,<=50K,North America
36,Self-emp-not-inc,288585,hs_grad,9,Married-civ-spouse,service,Wife,Asian-Pac-Islander,Female,0,0,20,<=50K,Other
38,Private,241765,HS_dropout,7,Divorced,labor,Not-in-family,White,Female,0,0,60,<=50K,North America
25,Private,111058,associate,12,Never-married,white_collar,Own-child,White,Male,0,0,40,<=50K,North America
25,Private,104662,hs_grad,9,Never-married,service,Unmarried,White,Female,0,0,22,<=50K,North America
90,Private,313986,HS_dropout,7,Never-married,labor,Own-child,White,Male,0,0,40,<=50K,North America
41,Local-gov,52037,college_dropout,10,Divorced,clerical,Unmarried,White,Female,0,0,40,<=50K,North America
33,Private,254221,hs_grad,9,Never-married,clerical,Not-in-family,White,Female,0,0,40,<=50K,North America
39,Self-emp-not-inc,211785,hs_grad,9,Never-married,blue_collar,Own-child,Black,Female,0,0,20,<=50K,North America
59,Private,160362,hs_grad,9,Married-civ-spouse,white_collar,Husband,White,Male,0,0,60,<=50K,North America
27,Private,169631,hs_grad,9,Never-married,labor,Own-child,White,Female,0,0,40,<=50K,North America
52,Private,202956,HS_dropout,4,Married-civ-spouse,blue_collar,Husband,White,Male,0,0,40,<=50K,North America
59,Self-emp-not-inc,80467,hs_grad,9,Divorced,service,Own-child,White,Female,0,0,24,<=50K,North America
28,Private,407672,college_dropout,10,Divorced,blue_collar,Unmarried,White,Female,0,0,40,<=50K,North America
37,Private,243425,hs_grad,9,Divorced,service,Other-relative,White,Female,0,0,50,<=50K,Latin America
36,Private,347491,bachelor,13,Married-civ-spouse,white_collar,Husband,White,Male,0,0,50,>50K,North America
34,Private,146161,bachelor,13,Married-civ-spouse,professional,Husband,White,Male,0,0,60,>50K,North America
23,Private,449432,college_dropout,10,Never-married,clerical,Own-child,White,Male,0,0,40,<=50K,North America
27,Local-gov,134813,masters,14,Never-married,professional,Own-child,White,Male,0,0,52,<=50K,North America
31,Local-gov,190401,masters,14,Married-civ-spouse,professional,Husband,White,Male,0,0,40,<=50K,North America
21,Private,260617,HS_dropout,6,Married-civ-spouse,labor,Husband,White,Male,0,0,36,<=50K,North America
31,Private,45604,hs_grad,9,Married-civ-spouse,white_collar,Husband,White,Male,0,0,54,<=50K,North America
59,Private,67841,hs_grad,9,Married-civ-spouse,labor,Husband,White,Male,0,0,40,>50K,North America
19,Private,430471,HS_dropout,7,Never-married,labor,Own-child,White,Male,0,0,40,<=50K,North America
47,Private,194698,hs_grad,9,Married-civ-spouse,labor,Husband,White,Male,0,0,50,<=50K,North America
34,Private,94235,bachelor,13,Never-married,blue_collar,Unmarried,White,Male,0,0,40,<=50K,North America
57,Private,188330,hs_grad,9,Married-civ-spouse,service,Husband,White,Male,0,0,78,<=50K,North America
51,Local-gov,146181,HS_dropout,5,Married-civ-spouse,labor,Husband,Black,Male,0,0,40,<=50K,North America
21,Private,177125,college_dropout,10,Never-married,labor,Not-in-family,White,Male,0,0,20,<=50K,North America
