age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,income,Continent
24,Private,64520,HS_dropout,4,Never-married,white_collar,Own-child,White,Male,0,0,40,<=50K,North America
53,Local-gov,186303,college_dropout,10,Married-civ-spouse,service,Husband,White,Male,0,1887,40,>50K,North America
38,Private,234962,hs_grad,9,Married-civ-spouse,labor,Husband,White,Male,2829,0,30,<=50K,North America
43,Private,102895,college_dropout,10,Divorced,professional,Not-in-family,White,Male,0,0,40,<=50K,North America
25,Private,427744,HS_dropout,6,Married-civ-spouse,white_collar,Husband,White,Male,0,0,40,<=50K,North America
38,State-gov,267540,college_dropout,10,Separated,clerical,Unmarried,Black,Female,0,0,38,<=50K,North America
35,Local-gov,199674,hs_grad,9,Never-married,service,Unmarried,Black,Female,0,0,40,<=50K,North America
73,Self-emp-not-inc,109833,bachelor,13,Married-civ-spouse,labor,Husband,White,Male,0,0,30,<=50K,North America
31,Private,259931,HS_dropout,4,Married-civ-spouse,labor,Husband,White,Male,0,0,40,<=50K,North America
47,State-gov,72333,hs_grad,9,Divorced,clerical,Unmarried,Asian-Pac-Islander,Female,0,0,40,<=50K,North America
43,Self-emp-inc,240504,college_dropout,10,Married-civ-spouse,white_collar,Husband,White,Male,0,0,70,>50K,North America
31,Private,184307,college_dropout,10,Divorced,blue_collar,Not-in-family,White,Male,0,0,40,<=50K,North America
27,Private,129629,associate,11,Never-married,support,Other-relative,White,Female,0,0,36,<=50K,North America
70,Self-emp-inc,207938,bachelor,13,Married-civ-spouse,white_collar,Husband,White,Male,0,2377,50,>50K,North America
56,Local-gov,104996,hs_grad,9,Married-civ-spouse,labor,Husband,White,Male,0,0,40,<=50K,North America
41,Private,118853,college_dropout,10,Married-civ-spouse,white_collar,Husband,White,Male,0,0,40,<=50K,North America
48,Private,208748,HS_dropout,3,Divorced,labor,Unmarried,Other,Female,0,0,40,<=50K,Other
18,Private,133055,hs_grad,9,Never-married,service,Own-child,White,Female,0,0,30,<=50K,North America
33,Private,205152,associate,11,Never-married,white_collar,Not-in-family,White,Male,0,0,55,>50K,North America
20,Private,181761,hs_grad,9,Never-married,clerical,Own-child,White,Female,0,0,40,<=50K,North America
22,Private,496856,college_dropout,10,Married-civ-spouse,white_collar,Wife,White,Female,0,0,40,<=50K,North America
25,Private,476334,hs_grad,9,Married-civ-spouse,white_collar,Husband,White,Male,0,0,48,<=50K,North America
47,Self-emp-not-inc,109421,bachelor,13,Married-civ-spouse,white_collar,Husband,White,Male,0,0,50,<=50K,North America
19,Private,372483,college_dropout,10,Never-married,service,Other-relative,Black,Male,0,0,35,<=50K,North America
19,Private,151801,HS_dropout,6,Never-married,labor,Own-child,White,Male,0,0,39,<=50K,North America
23,Private,196674,college_dropout,10,Separated,blue_collar,Not-in-family,White,Male,0,0,40,<=50K,North America
67,Self-emp-not-inc,286372,bachelor,13,Married-civ-spouse,labor,Husband,White,Male,0,0,40,<=50K,North America
59,Self-emp-not-inc,70623,HS_dropout,4,Married-civ-spouse,white_collar,Husband,White,Male,0,0,85,<=50K,North America
38,Private,112093,HS_dropout,7,Married-civ-spouse,labor,Husband,White,Male,0,0,40,<=50K,North America
56,Private,111218,hs_grad,9,Married-civ-spouse,labor,Husband,White,Male,0,0,60,<=50K,North America
37,Federal-gov,32528,hs_grad,9,Married-civ-spouse,clerical,Husband,White,Male,0,0,40,>50K,Europe
38,Local-gov,256864,associate,11,Married-civ-spouse,white_collar,Husband,White,Male,0,0,40,<=50K,North America
58,Self-emp-not-inc,130714,masters,14,Married-civ-spouse,white_collar,Husband,White,Male,0,0,50,<=50K,North America
48,Self-emp-not-inc,379883,masters,14,Married-civ-spouse,white_collar,Husband,White,Male,0,0,40,>50K,North America
58,Private,72812,HS_dropout,6,Never-married,service,Not-in-family,White,Male,0,0,40,<=50K,North America
40,Private,195488,hs_grad,9,Never-married,clerical,Own-child,White,Female,0,0,45,<=50K,North America
33,Private,184306,bachelor,13,Married-civ-spouse,professional,Husband,White,Male,0,0,45,<=50K,North America
82,Private,147729,HS_dropout,3,Widowed,service,Unmarried,White,Male,0,0,20,<=50K,North America
37,Local-gov,118909,hs_grad,9,Divorced,clerical,Unmarried,Black,Female,0,0,35,<=50K,North America
18,State-gov,59342,HS_dropout,7,Never-married,clerical,Own-child,White,Female,0,0,5,<=50K,North America
47,Private,238185,bachelor,13,Divorced,clerical,Not-in-family,White,Female,0,0,40,<=50K,North America
60,Self-emp-not-inc,88055,college_dropout,10,Married-civ-spouse,blue_collar,Husband,White,Male,0,0,24,<=50K,North America
34,Private,321709,hs_grad,9,Never-married,service,Not-in-family,White,Female,0,0,28,<=50K,North America
22,Private,186452,HS_dropout,6,Never-married,blue_collar,Not-in-family,White,Male,0,0,30,<=50K,North America
31,Private,234976,HS_dropout,7,Never-married,clerical,Unmarried,White,Female,0,0,48,<=50K,North America
18,Private,165316,hs_grad,9,Never-married,labor,Own-child,White,Male,0,0,30,<=50K,North America
28,Private,300915,hs_grad,9,Married-civ-spouse,labor,Husband,White,Male,0,0,60,<=50K,North America
31,Self-emp-not-inc,30290,hs_grad,9,Never-married,service,Unmarried,White,Female,0,0,40,<=50K,North America
41,Private,107584,college_dropout,10,Separated,labor,Not-in-family,White,Male,0,0,35,<=50K,North America
32,Private,126838,hs_grad,9,Never-married,blue_collar,Not-in-family,White,Male,0,0,40,<=50K,North America
28,Private,51331,associate,12,Married-civ-spouse,white_collar,Wife,White,Female,0,0,16,>50K,North America
38,Private,34173,bachelor,13,Never-married,white_collar,Unmarried,White,Female,0,0,45,<=50K,North America
34,Private,150154,hs_grad,9,Never-married,clerical,Own-child,White,Male,0,0,40,<=50K,North America
42,Private,268183,bachelor,13,Married-civ-spouse,white_collar,Husband,White,Male,0,1485,60,<=50K,North America
45,Private,176917,hs_grad,9,Never-married,labor,Other-relative,White,Male,0,0,40,<=50K,North America
40,Private,96055,hs_grad,9,Separated,clerical,Unmarried,White,Female,0,0,45,<=50K,North America
18,Private,378707,HS_dropout,6,Never-married,white_collar,Own-child,White,Female,0,0,20,<=50K,North America
26,Private,108019,hs_grad,9,Never-married,blue_collar,Own-child,White,Male,3325,0,40,<=50K,North America
20,Private,161708,college_dropout,10,Never-married,white_collar,Own-child,White,Female,0,0,35,<=50K,North America
36,Private,261382,masters,14,Married-civ-spouse,white_collar,Husband,White,Male,15024,0,45,>50K,North America
50,Private,121685,college_dropout,10,Married-civ-spouse,white_collar,Husband,White,Male,0,0,45,>50K,North America
23,Private,166527,college_dropout,10,Never-married,white_collar,Own-child,Other,Female,0,0,40,<=50K,North America
19,Private,121972,hs_grad,9,Never-married,service,Own-child,Black,Male,0,0,40,<=50K,North America
41,Private,113555,college_dropout,10,Married-civ-spouse,blue_collar,Husband,Amer-Indian-Eskimo,Male,7298,0,50,>50K,North America
17,Private,266072,HS_dropout,6,Never-married,service,Not-in-family,White,Male,0,0,20,<=50K,Latin America
54,Local-gov,186884,college_dropout,10,Married-civ-spouse,labor,Husband,Black,Male,0,0,30,<=50K,North America
30,Private,126242,college_dropout,10,Married-civ-spouse,service,Wife,White,Female,0,0,40,<=50K,North America
47,Self-emp-inc,127678,college_dropout,10,Married-civ-spouse,white_collar,Husband,White,Male,0,0,80,<=50K,North America
21,Private,237051,college_dropout,10,Never-married,service,Own-child,White,Female,0,0,25,<=50K,North America
31,Local-gov,206297,hs_grad,9,Married-civ-spouse,service,Husband,White,Male,0,0,40,>50K,North America
19,Self-emp-not-inc,30800,HS_dropout,6,Married-spouse-absent,clerical,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,<=50K,North America
49,Self-emp-inc,119565,masters,14,Married-civ-spouse,white_collar,Husband,White,Male,0,0,40,>50K,North America
25,Private,171236,hs_grad,9,Divorced,labor,Own-child,White,Female,0,0,40,<=50K,North America
37,Private,208106,bachelor,13,Separated,white_collar,Not-in-family,White,Male,0,0,35,<=50K,North America
22,Private,203182,bachelor,13,Never-married,white_collar,Other-relative,White,Female,0,0,20,<=50K,North America
43,Private,118308,bachelor,13,Married-civ-spouse,professional,Husband,White,Male,0,1977,50,>50K,North America
53,Private,91911,hs_grad,9,Divorced,blue_collar,Unmarried,Black,Female,0,0,48,<=50K,North America
59,Federal-gov,61298,bachelor,13,Married-spouse-absent,white_collar,Not-in-family,White,Female,0,0,40,<=50K,North America
26,Local-gov,104614,bachelor,13,Never-married,professional,Own-child,White,Female,0,0,40,<=50K,North America
48,Private,189462,college_dropout,10,Married-civ-spouse,blue_collar,Husband,White,Male,7688,0,40,>50K,North America
43,Private,143583,HS_dropout,6,Married-civ-spouse,labor,Husband,Black,Male,0,0,40,<=50K,North America
45,Private,81132,hs_grad,9,Married-civ-spouse,service,Husband,Asian-Pac-Islander,Male,0,0,40,<=50K,Asia
27,Private,96226,hs_grad,9,Married-civ-spouse,blue_collar,Husband,White,Male,0,0,70,<=50K,North America
62,Private,226733,hs_grad,9,Married-civ-spouse,clerical,Husband,White,Male,0,0,40,>50K,North America
54,Private,197189,bachelor,13,Married-civ-spouse,labor,Husband,White,Male,0,0,40,<=50K,North America
54,Private,230919,hs_grad,9,Married-civ-spouse,blue_collar,Husband,White,Male,0,0,40,<=50K,North America
39,Local-gov,177907,hs_grad,9,Married-civ-spouse,service,Husband,White,Male,0,1887,40,>50K,North America
21,Private,177420,college_dropout,10,Never-married,clerical,Not-in-family,Other,Female,0,0,40,<=50K,North America
29,Private,258862,bachelor,13,Never-married,blue_collar,Not-in-family,White,Female,0,0,45,<=50K,North America
48,Self-emp-inc,192945,hs_grad,9,Married-civ-spouse,white_collar,Husband,White,Male,7688,0,40,>50K,North America
50,Self-emp-inc,123429,bachelor,13,Married-civ-spouse,professional,Husband,White,Male,0,0,45,>50K,Europe
43,Private,201723,masters,14,Married-civ-spouse,white_collar,Husband,White,Male,0,1902,40,>50K,North America
35,Private,268661,college_dropout,10,Married-civ-spouse,white_collar,Husband,White,Male,0,0,50,<=50K,North America
34,Private,226872,bachelor,13,Divorced,white_collar,Not-in-family,White,Female,0,0,40,<=50K,North America
48,Private,50402,college_dropout,10,Divorced,labor,Unmarried,White,Male,0,0,40,<=50K,North America
38,Private,617898,bachelor,13,Married-civ-spouse,labor,Husband,White,Male,0,0,50,<=50K,North America
33,Private,362747,college_dropout,10,Never-married,service,Not-in-family,Black,Female,0,0,35,<=50K,North America
42,Federal-gov,33521,bachelor,13,Married-civ-spouse,professional,Husband,White,Male,0,0,40,<=50K,North America
29,Private,274969,hs_grad,9,Never-married,blue_collar,Unmarried,White,Female,0,0,42,<=50K,North America
40,Federal-gov,196456,college_dropout,10,Never-married,clerical,Own-child,White,Female,0,0,40,<=50K,North America
21,Private,50411,hs_grad,9,Never-married,labor,Not-in-family,White,Male,0,0,40,<=50K,North America
33,Private,249716,hs_grad,9,Never-married,support,Not-in-family,White,Male,0,0,45,<=50K,North America
33,Private,166961,HS_dropout,7,Separated,white_collar,Own-child,White,Female,0,0,20,<=50K,North America
51,Private,53838,bachelor,13,Married-civ-spouse,labor,Husband,White,Male,0,0,40,<=50K,North America
27,Private,96219,bachelor,13,Never-married,clerical,Not-in-family,White,Female,0,0,45,<=50K,North America
32,Private,174704,HS_dropout,7,Never-married,service,Not-in-family,Black,Male,0,0,40,<=50K,North America
49,Private,124604,hs_grad,9,Divorced,clerical,Not-in-family,White,Male,0,0,32,<=50K,North America
33,Private,136331,hs_grad,9,Married-civ-spouse,labor,Husband,White,Male,0,0,40,<=50K,North America
32,Private,204567,bachelor,13,Married-civ-spouse,white_collar,Husband,White,Male,99999,0,60,>50K,North America
63,Local-gov,57674,masters,14,Married-civ-spouse,professional,Husband,White,Male,0,0,48,<=50K,North America
53,Local-gov,260106,prof_school,15,Divorced,professional,Not-in-family,White,Female,0,0,50,<=50K,North America
24,Private,199555,associate,11,Never-married,white_collar,Unmarried,White,Male,0,0,5,<=50K,North America
24,Private,200819,HS_dropout,8,Never-married,white_collar,Not-in-family,White,Male,0,0,40,<=50K,North America
36,Private,200352,bachelor,13,Married-civ-spouse,professional,Husband,White,Male,0,0,45,<=50K,North America
21,Private,251603,hs_grad,9,Never-married,clerical,Not-in-family,White,Female,0,0,40,<=50K,North America
28,Private,60772,bachelor,13,Never-married,white_collar,Own-child,White,Female,0,0,45,<=50K,North America
48,Private,167009,college_dropout,10,Divorced,clerical,Not-in-family,White,Female,0,0,48,<=50K,North America
23,Private,70919,bachelor,13,Never-married,white_collar,Not-in-family,White,Male,0,0,40,<=50K,North America
21,Private,126314,college_dropout,10,Never-married,service,Own-child,White,Male,0,0,10,<=50K,North America
54,Private,101890,hs_grad,9,Widowed,white_collar,Unmarried,White,Female,0,0,40,<=50K,North America
53,Federal-gov,170354,college_dropout,10,Married-civ-spouse,clerical,Husband,White,Male,0,0,40,>50K,North America
45,Private,259323,college_dropout,10,Married-civ-spouse,blue_collar,Husband,White,Male,0,0,40,<=50K,North America
73,Private,183213,associate,11,Widowed,professional,Not-in-family,White,Male,25124,0,60,>50K,North America
42,Private,163003,bachelor,13,Married-spouse-absent,support,Own-child,Asian-Pac-Islander,Female,0,0,40,<=50K,North America
27,Private,195678,bachelor,13,Married-civ-spouse,professional,Husband,White,Male,0,0,40,<=50K,North America
43,Self-emp-inc,48087,hs_grad,9,Married-civ-spouse,blue_collar,Husband,White,Male,0,0,40,<=50K,North America
33,Private,212918,college_dropout,10,Never-married,support,Not-in-family,White,Male,0,0,70,<=50K,North America
25,Private,198163,hs_grad,9,Never-married,white_collar,Own-child,White,Female,0,0,40,<=50K,North America
62,Self-emp-not-inc,82388,hs_grad,9,Married-civ-spouse,blue_collar,Husband,White,Male,10566,0,40,<=50K,North America
37,Private,224886,hs_grad,9,Married-civ-spouse,labor,Husband,White,Male,0,0,42,<=50K,North America
33,Private,252168,college_dropout,10,Never-married,service,Not-in-family,Black,Male,0,0,40,<=50K,North America
48,Private,108699,hs_grad,9,Never-married,clerical,Not-in-family,White,Female,0,0,40,<=50K,North America
47,Self-emp-not-inc,93208,hs_grad,9,Married-civ-spouse,service,Wife,White,Female,0,0,75,<=50K,Europe
49,Private,28334,college_dropout,10,Married-civ-spouse,white_collar,Husband,White,Male,0,0,45,>50K,North America
38,Private,188888,bachelor,13,Never-married,white_collar,Not-in-family,White,Male,0,1340,40,<=50K,North America
61,Private,230568,bachelor,13,Divorced,clerical,Not-in-family,White,Male,0,0,40,>50K,North America
22,Private,364342,associate,11,Never-married,white_collar,Not-in-family,Black,Female,0,0,25,<=50K,North America
43,Self-emp-not-inc,32451,hs_grad,9,Married-civ-spouse,blue_collar,Husband,White,Male,0,0,40,<=50K,North America
21,Private,237651,college_dropout,10,Never-married,service,Own-child,White,Male,0,0,35,<=50K,North America
59,Private,244554,HS_dropout,7,Divorced,service,Not-in-family,Black,Female,0,0,35,<=50K,North America
43,Self-emp-not-inc,38876,hs_grad,9,Married-civ-spouse,labor,Husband,White,Male,0,0,50,<=50K,North America
48,Local-gov,85341,bachelor,13,Married-civ-spouse,professional,Husband,White,Male,0,0,45,<=50K,North America
45,State-gov,154117,hs_grad,9,Divorced,white_collar,Unmarried,White,Female,0,0,38,>50K,North America
28,Private,61435,hs_grad,9,Married-civ-spouse,blue_collar,Husband,White,Male,0,0,45,<=50K,North America
25,Local-gov,176616,hs_grad,9,Never-married,service,Own-child,White,Male,0,0,40,<=50K,North America
22,State-gov,157332,college_dropout,10,Never-married,service,Own-child,White,Female,0,0,15,<=50K,North America
20,Private,221661,hs_grad,9,Married-civ-spouse,clerical,Wife,White,Female,0,0,40,<=50K,North America
44,Private,167005,college_dropout,10,Married-civ-spouse,blue_collar,Husband,White,Male,4386,0,55,<=50K,North America
45,Private,77764,associate,12,Married-civ-spouse,blue_collar,Husband,White,Male,0,0,40,<=50K,North America
48,Self-emp-inc,155664,prof_school,15,Married-civ-spouse,professional,Husband,White,Male,0,0,60,>50K,North America
19,Private,112269,college_dropout,10,Never-married,service,Other-relative,White,Female,0,0,40,<=50K,North America
48,Private,379883,masters,14,Married-civ-spouse,professional,Husband,White,Male,0,0,40,>50K,Other
20,Private,47541,college_dropout,10,Never-married,white_collar,Own-child,White,Male,0,0,30,<=50K,North America
22,Private,180060,hs_grad,9,Never-married,white_collar,Not-in-family,White,Male,0,0,40,<=50K,Europe
36,Private,132879,hs_grad,9,Divorced,white_collar,Unmarried,White,Male,0,0,45,<=50K,North America
22,Private,216867,HS_dropout,3,Married-civ-spouse,blue_collar,Husband,White,Male,0,0,48,<=50K,North America
23,Private,482082,HS_dropout,8,Never-married,labor,Own-child,White,Male,0,0,21,<=50K,North America
31,Self-emp-not-inc,182177,hs_grad,9,Married-civ-spouse,blue_collar,Husband,White,Male,0,1902,40,>50K,North America
46,Private,176814,prof_school,15,Married-civ-spouse,professional,Husband,White,Male,99999,0,50,>50K,North America
42,Private,219288,HS_dropout,4,Widowed,blue_collar,Unmarried,White,Male,0,0,40,<=50K,North America
44,Private,209174,bachelor,13,Married-civ-spouse,white_collar,Husband,White,Male,0,0,70,>50K,North America
31,Private,150324,associate,12,Never-married,labor,Unmarried,White,Male,0,0,40,<=50K,North America
19,Private,552354,HS_dropout,8,Never-married,labor,Own-child,White,Male,0,0,40,<=50K,North America
59,Private,515712,HS_dropout,4,Married-civ-spouse,blue_collar,Husband,White,Male,0,0,40,<=50K,North America
41,Private,156566,bachelor,13,Married-civ-spouse,white_collar,Husband,White,Male,4386,0,50,>50K,North America
37,Private,40955,prof_school,15,Married-civ-spouse,professional,Husband,White,Male,0,0,50,>50K,North America
36,Private,111387,HS_dropout,6,Divorced,white_collar,Own-child,White,Male,0,0,40,<=50K,North America
49,Private,116338,hs_grad,9,Separated,professional,Unmarried,White,Female,0,653,60,<=50K,North America
46,Local-gov,441542,bachelor,13,Married-civ-spouse,labor,Husband,Black,Male,0,0,40,<=50K,North America
49,Self-emp-inc,257764,hs_grad,9,Divorced,white_collar,Unmarried,White,Female,0,0,40,<=50K,North America
48,Private,109832,masters,14,Married-civ-spouse,professional,Husband,White,Male,0,1902,40,>50K,North America
54,Self-emp-not-inc,230951,bachelor,13,Married-civ-spouse,white_collar,Husband,White,Male,0,0,40,>50K,North America
34,Private,142897,masters,14,Married-civ-spouse,white_collar,Husband,Asian-Pac-Islander,Male,7298,0,35,>50K,Asia
37,Private,225504,masters,14,Never-married,white_collar,Not-in-family,White,Male,0,0,50,<=50K,North America
33,Private,83671,hs_grad,9,Never-married,white_collar,Own-child,Black,Female,0,0,40,<=50K,North America
41,Private,138975,bachelor,13,Married-civ-spouse,white_collar,Husband,White,Male,7688,0,45,>50K,North America
30,Private,209103,associate,11,Married-civ-spouse,white_collar,Husband,White,Male,0,0,48,<=50K,North America
31,Private,162572,bachelor,13,Married-civ-spouse,white_collar,Husband,White,Male,0,0,40,<=50K,North America
51,State-gov,454063,PhD,16,Married-civ-spouse,white_collar,Husband,White,Male,7298,0,40,>50K,North America
28,Private,131298,hs_grad,9,Never-married,service,Not-in-family,White,Male,0,0,60,<=50K,North America
36,Private,418702,associate,11,Divorced,clerical,Unmarried,White,Female,0,0,40,<=50K,North America
42,Private,162003,hs_grad,9,Divorced,labor,Not-in-family,White,Male,0,0,55,<=50K,North America
19,Private,104830,HS_dropout,4,Never-married,labor,Unmarried,White,Male,0,0,25,<=50K,Latin America
47,Private,280483,hs_grad,9,Separated,blue_collar,Unmarried,Black,Female,0,0,40,<=50K,North America
20,Private,262749,college_dropout,10,Never-married,service,Own-child,White,Male,0,0,35,<=50K,North America
34,Private,289984,hs_grad,9,Divorced,service,Unmarried,Black,Female,0,0,30,<=50K,North America
48,Private,102102,associate,11,Married-civ-spouse,support,Husband,White,Male,0,0,50,>50K,North America
59,Self-emp-not-inc,247552,hs_grad,9,Married-civ-spouse,white_collar,Husband,White,Male,0,0,40,<=50K,North America
31,State-gov,29152,HS_dropout,8,Married-civ-spouse,service,Wife,White,Female,0,0,40,<=50K,North America
36,State-gov,112074,PhD,16,Never-married,professional,Not-in-family,White,Male,0,0,45,<=50K,North America
47,Private,368561,college_dropout,10,Married-civ-spouse,blue_collar,Husband,White,Male,0,0,40,>50K,North America
43,Local-gov,143046,college_dropout,10,Divorced,service,Unmarried,White,Female,0,0,20,<=50K,North America
30,Private,54334,HS_dropout,5,Never-married,white_collar,Not-in-family,White,Male,0,0,40,<=50K,North America
33,Private,287908,college_dropout,10,Married-civ-spouse,labor,Husband,Black,Male,0,0,50,>50K,North America
41,Federal-gov,207685,bachelor,13,Never-married,white_collar,Not-in-family,White,Male,0,0,40,>50K,North America
48,Private,131309,masters,14,Married-civ-spouse,professional,Husband,White,Male,0,0,45,>50K,North America
51,Private,124963,bachelor,13,Married-civ-spouse,white_collar,Husband,White,Male,0,0,40,>50K,North America
52,Private,123011,college_dropout,10,Married-civ-spouse,white_collar,Husband,White,Male,0,0,45,>50K,North America
51,Private,182187,bachelor,13,Never-married,professional,Not-in-family,Black,Male,0,0,35,<=50K,North America
29,Private,105422,hs_grad,9,Married-civ-spouse,professional,Husband,White,Male,0,0,40,>50K,North America
49,Self-emp-not-inc,199326,college_dropout,10,Married-civ-spouse,white_collar,Husband,White,Male,0,0,50,<=50K,North America
46,Private,130364,hs_grad,9,Never-married,blue_collar,Unmarried,White,Male,0,0,40,<=50K,North America
37,Private,405644,HS_dropout,2,Married-spouse-absent,labor,Other-relative,White,Male,0,0,77,<=50K,North America
45,Private,51744,bachelor,13,Never-married,white_collar,Not-in-family,White,Female,0,0,42,<=50K,North America
64,Private,203783,hs_grad,9,Widowed,clerical,Unmarried,White,Female,0,0,8,<=50K,North America
61,Private,71209,hs_grad,9,Married-civ-spouse,blue_collar,Husband,White,Male,0,0,45,>50K,North America
41,Private,180138,hs_grad,9,Never-married,white_collar,Not-in-family,White,Male,0,0,50,<=50K,North America
28,Private,185957,hs_grad,9,Married-civ-spouse,clerical,Wife,White,Female,0,0,40,<=50K,North America
28,Private,148645,hs_grad,9,Never-married,labor,Own-child,White,Female,0,0,40,<=50K,North America
51,Local-gov,116286,masters,14,Married-civ-spouse,professional,Husband,White,Male,0,0,60,>50K,North America
39,Private,101260,hs_grad,9,Never-married,labor,Own-child,White,Male,0,0,40,<=50K,North America
56,Private,188856,bachelor,13,Never-married,white_collar,Not-in-family,White,Female,8614,0,55,>50K,North America
21,Private,312956,hs_grad,9,Never-married,blue_collar,Own-child,Black,Male,0,0,40,<=50K,North America
21,Private,83033,college_dropout,10,Never-married,clerical,Own-child,White,Female,2176,0,20,<=50K,North America
41,Private,126622,HS_dropout,7,Divorced,labor,Unmarried,White,Female,0,0,40,<=50K,North America
23,Private,174626,hs_grad,9,Never-married,labor,Own-child,White,Male,0,0,25,<=50K,North America
25,Private,122175,hs_grad,9,Never-married,labor,Own-child,White,Male,0,0,40,<=50K,North America
45,Self-emp-inc,117605,hs_grad,9,Married-civ-spouse,white_collar,Husband,White,Male,0,0,48,>50K,North America
21,State-gov,142766,college_dropout,10,Never-married,white_collar,Own-child,White,Male,0,0,40,<=50K,North America
31,Private,209276,hs_grad,9,Married-civ-spouse,service,Husband,Other,Male,0,0,40,<=50K,North America
27,Self-emp-not-inc,37302,HS_dropout,7,Married-civ-spouse,white_collar,Husband,White,Male,0,0,50,<=50K,North America
52,Federal-gov,221532,bachelor,13,Married-civ-spouse,white_collar,Husband,White,Male,0,0,45,>50K,North America
24,Private,128487,bachelor,13,Never-married,clerical,Not-in-family,White,Female,0,0,40,<=50K,North America
52,State-gov,125796,masters,14,Married-civ-spouse,professional,Wife,Black,Female,0,1848,40,>50K,North America
25,Private,32275,college_dropout,10,Married-civ-spouse,white_collar,Wife,Other,Female,0,0,40,<=50K,North America
46,Private,251474,bachelor,13,Married-civ-spouse,white_collar,Husband,White,Male,0,0,60,>50K,North America
31,Private,187901,college_dropout,10,Never-married,white_collar,Not-in-family,White,Female,0,1504,40,<=50K,North America
27,State-gov,106721,hs_grad,9,Married-civ-spouse,support,Husband,White,Male,0,0,40,<=50K,North America
29,Private,163003,bachelor,13,Never-married,clerical,Own-child,Asian-Pac-Islander,Female,2202,0,40,<=50K,Asia
61,Private,110920,HS_dropout,6,Married-civ-spouse,white_collar,Husband,White,Male,0,0,40,<=50K,North America
39,Private,30673,college_dropout,10,Divorced,labor,Not-in-family,White,Male,0,0,50,>50K,North America
59,Private,395736,hs_grad,9,Married-civ-spouse,labor,Husband,White,Male,0,0,40,>50K,North America
22,Private,195075,college_dropout,10,Never-married,service,Own-child,White,Female,0,0,38,<=50K,North America
23,Private,173851,college_dropout,10,Never-married,blue_collar,Not-in-family,White,Male,0,0,40,<=50K,North America
22,State-gov,232742,college_dropout,10,Never-married,clerical,Unmarried,Black,Female,0,0,40,<=50K,North America
56,Private,172364,hs_grad,9,Married-civ-spouse,labor,Husband,White,Male,0,0,40,<=50K,North America
29,Self-emp-not-inc,189346,college_dropout,10,Divorced,blue_collar,Not-in-family,White,Male,2202,0,50,<=50K,North America
21,Private,394484,college_dropout,10,Never-married,clerical,Own-child,White,Female,0,0,40,<=50K,North America
62,State-gov,162678,bachelor,13,Married-civ-spouse,white_collar,Husband,White,Male,0,0,40,<=50K,North America
53,Private,48413,hs_grad,9,Married-civ-spouse,blue_collar,Husband,White,Male,0,0,40,<=50K,North America
19,Private,194905,college_dropout,10,Never-married,service,Own-child,White,Female,0,0,12,<=50K,North America
41,Self-emp-not-inc,144594,HS_dropout,4,Married-civ-spouse,blue_collar,Husband,White,Male,0,2179,40,<=50K,North America
35,Self-emp-not-inc,169426,associate,12,Married-civ-spouse,blue_collar,Husband,White,Male,0,0,40,<=50K,North America
36,Local-gov,135786,HS_dropout,5,Married-civ-spouse,blue_collar,Husband,White,Male,0,0,25,<=50K,North America
48,Private,148995,masters,14,Married-civ-spouse,white_collar,Husband,White,Male,0,0,40,>50K,North America
30,Self-emp-inc,173858,college_dropout,10,Married-civ-spouse,white_collar,Husband,Asian-Pac-Islander,Male,0,1902,40,>50K,Other
60,State-gov,114060,college_dropout,10,Married-civ-spouse,service,Husband,White,Male,0,0,40,<=50K,North America
37,Private,96330,college_dropout,10,Never-married,white_collar,Unmarried,Black,Female,0,0,40,<=50K,North America
25,Private,178037,college_dropout,10,Never-married,clerical,Own-child,White,Male,0,0,35,<=50K,North America
27,Federal-gov,105189,hs_grad,9,Divorced,clerical,Not-in-family,White,Male,4865,0,50,<=50K,North America
66,Private,234743,college_dropout,10,Married-civ-spouse,white_collar,Husband,White,Male,0,0,24,<=50K,North America
58,Private,220789,bachelor,13,Divorced,labor,Not-in-family,White,Male,0,0,45,<=50K,North America
19,Private,38619,college_dropout,10,Never-married,labor,Own-child,White,Male,0,0,66,<=50K,North America
48,Private,265192,hs_grad,9,Married-civ-spouse,blue_collar,Husband,White,Male,0,0,45,<=50K,North America
30,Private,110622,bachelor,13,Divorced,white_collar,Not-in-family,Asian-Pac-Islander,Female,0,0,40,<=50K,Asia
21,Private,152389,college_dropout,10,Never-married,service,Not-in-family,Black,Female,0,0,30,<=50K,North America
45,Private,174533,college_dropout,10,Married-civ-spouse,labor,Husband,White,Male,7298,0,50,>50K,North America
21,State-gov,129345,college_dropout,10,Never-married,service,Not-in-family,White,Male,0,0,40,<=50K,North America
50,Private,195298,college_dropout,10,Married-civ-spouse,white_collar,Husband,White,Male,0,0,50,>50K,North America
33,Local-gov,147921,hs_grad,9,Widowed,service,Unmarried,White,Female,0,0,40,<=50K,North America
42,Private,116632,PhD,16,Married-civ-spouse,professional,Husband,White,Male,0,0,45,>50K,North America
52,Federal-gov,154521,hs_grad,9,Married-civ-spouse,clerical,Husband,White,Male,0,0,44,>50K,North America
28,State-gov,155397,bachelor,13,Never-married,white_collar,Not-in-family,White,Male,0,0,55,<=50K,North America
